url,protocol,FQDN,RDN,mld,freeURL,domain_age,URL_length,FQDN_length,mld_length,freeURL_dots,redirection_status,domain_level,class
https://unity.com/solutions/unity-ads,https,unity.com,unity.com,unity,"['', '/solutions/unity-ads']",8973,37,9,5,0,0,1,0
http://mobile.yandexadexchange.net/,http,mobile.yandexadexchange.net,yandexadexchange.net,yandexadexchange,"['mobile', '/']",2203,35,27,16,0,0,1,0
https://p65-keyvalueservice.icloud.com/,https,p65-keyvalueservice.icloud.com,icloud.com,icloud,"['p65-keyvalueservice', '/']",7716,39,30,6,0,0,1,0
https://px.surveywall-api.survata.com/,https,px.surveywall-api.survata.com,survata.com,survata,"['px.surveywall-api', '/']",2770,38,29,7,1,0,1,0
http://sync.adotmob.com/,http,sync.adotmob.com,adotmob.com,adotmob,"['sync', '/']",2216,24,16,7,0,0,1,0
https://miniclip.com/games/en/,https,miniclip.com,miniclip.com,miniclip,"['', '/games/en/']",7205,30,12,8,0,0,1,0
http://t-ring.msedge.net/,http,t-ring.msedge.net,msedge.net,msedge,"['t-ring', '/']",2907,25,17,6,0,0,1,0
http://adservice.google.co.in/,http,adservice.google.co.in,google.co.in,google,"['adservice', '/']",6096,30,22,6,0,0,2,0
https://www.jwplayer.com/,https,www.jwplayer.com,jwplayer.com,jwplayer,"['www', '/']",4549,25,16,8,0,0,1,0
http://aralego.com/,http,aralego.com,aralego.com,aralego,"['', '/']",1873,19,11,7,0,0,1,0
http://teads245638586802.s.moatpixel.com/,http,teads245638586802.s.moatpixel.com,moatpixel.com,moatpixel,"['teads245638586802.s', '/']",1635,41,33,9,1,0,1,0
https://www.teamviewer.com/en/,https,www.teamviewer.com,teamviewer.com,teamviewer,"['www', '/en/']",5639,30,18,10,0,0,1,0
http://p2.qhimg.com/,http,p2.qhimg.com,qhimg.com,qhimg,"['p2', '/']",3300,20,12,5,0,0,1,0
http://widget.hk5.vip.prod.criteo.com/,http,widget.hk5.vip.prod.criteo.com,criteo.com,criteo,"['widget.hk5.vip.prod', '/']",5371,38,30,6,3,0,1,0
http://asia-update-appstore.vivoglobal.com/,http,asia-update-appstore.vivoglobal.com,vivoglobal.com,vivoglobal,"['asia-update-appstore', '/']",2809,43,35,10,0,0,1,0
http://style.sndcdn.com/,http,style.sndcdn.com,sndcdn.com,sndcdn,"['style', '/']",3512,24,16,6,0,0,1,0
http://l.yimg.com/,http,l.yimg.com,yimg.com,yimg,"['l', '/']",8327,18,10,4,0,0,1,0
http://image6.pubmatic.com/,http,image6.pubmatic.com,pubmatic.com,pubmatic,"['image6', '/']",4811,27,19,8,0,0,1,0
http://avn.innity.com/,http,avn.innity.com,innity.com,innity,"['avn', '/']",7202,22,14,6,0,0,1,0
http://api.weather.com.edgekey.net/,http,api.weather.com.edgekey.net,edgekey.net,edgekey,"['api.weather.com', '/']",6723,35,27,7,2,0,1,0
http://app-measurement.com/,http,app-measurement.com,app-measurement.com,app-measurement,"['', '/']",1716,27,19,15,0,0,1,0
http://lookaside.fbsbx.com/,http,lookaside.fbsbx.com,fbsbx.com,fbsbx,"['lookaside', '/']",3554,27,19,5,0,0,1,0
http://fabric.com/,http,fabric.com,fabric.com,fabric,"['', '/']",7907,18,10,6,0,0,1,0
http://stnd-avpg.crsi.symantec.com/,http,stnd-avpg.crsi.symantec.com,symantec.com,symantec,"['stnd-avpg.crsi', '/']",9959,35,27,8,1,0,1,0
http://use-tor.adsrvr.org/,http,use-tor.adsrvr.org,adsrvr.org,adsrvr,"['use-tor', '/']",3625,26,18,6,0,0,1,0
https://products.office.com/es-es/home?legRedir=default&CorrelationId=34d76d32-d753-4bb3-aa05-d9fce1402e4d&rtc=1,https,products.office.com,office.com,office,"['products', '/es-es/homelegRedir=default&CorrelationId=34d76d32-d753-4bb3-aa05-d9fce1402e4d&rtc=1']",7621,112,19,6,0,0,1,0
http://rt.gsspat.jp/,http,rt.gsspat.jp,gsspat.jp,gsspat,"['rt', '/']",2537,20,12,6,0,0,1,0
https://dashboard-04.braze.com/sign_in,https,dashboard-04.braze.com,braze.com,braze,"['dashboard-04', '/sign_in']",7347,38,22,5,0,0,1,0
http://s.youtube.com/,http,s.youtube.com,youtube.com,youtube,"['s', '/']",5493,21,13,7,0,0,1,0
http://cdn.niche.videosz.com/,http,cdn.niche.videosz.com,videosz.com,videosz,"['cdn.niche', '/']",6295,29,21,7,1,0,1,0
https://www.addthis.com/,https,www.addthis.com,addthis.com,addthis,"['www', '/']",7950,24,15,7,0,0,1,0
https://www.foxnews.com/,https,www.foxnews.com,foxnews.com,foxnews,"['www', '/']",9020,24,15,7,0,0,1,0
https://disqus.com/,https,disqus.com,disqus.com,disqus,"['', '/']",4833,19,10,6,0,0,1,0
https://www.certum.pl/pl/,https,www.certum.pl,certum.pl,certum,"['www', '/pl/']",7290,25,13,6,0,0,1,0
http://rounsh.com/,http,rounsh.com,rounsh.com,rounsh,"['', '/']",285,18,10,6,0,0,1,0
http://t5.rbxcdn.com/,http,t5.rbxcdn.com,rbxcdn.com,rbxcdn,"['t5', '/']",2418,21,13,6,0,0,1,0
http://cfg.flurry.com/,http,cfg.flurry.com,flurry.com,flurry,"['cfg', '/']",7972,22,14,6,0,0,1,0
http://p0.ssl.qhimg.com/,http,p0.ssl.qhimg.com,qhimg.com,qhimg,"['p0.ssl', '/']",3300,24,16,5,1,0,1,0
http://apple.com.edgesuite.net/,http,apple.com.edgesuite.net,edgesuite.net,edgesuite,"['apple.com', '/']",6908,31,23,9,1,0,1,0
http://poll.gras.samsungdm.com/,http,poll.gras.samsungdm.com,samsungdm.com,samsungdm,"['poll.gras', '/']",2503,31,23,9,1,0,1,0
http://i5.weather.oppomobile.com/,http,i5.weather.oppomobile.com,oppomobile.com,oppomobile,"['i5.weather', '/']",4546,33,25,10,1,0,1,0
https://ps.eyeota.net/,https,ps.eyeota.net,eyeota.net,eyeota,"['ps', '/']",3090,22,13,6,0,0,1,0
http://sync.adtelligent.com/,http,sync.adtelligent.com,adtelligent.com,adtelligent,"['sync', '/']",6230,28,20,11,0,0,1,0
https://discordapp.com,https,discordapp.com,discordapp.com,discordapp,"['', '']",1829,22,14,10,0,1,1,0
http://static-asm.secure.skypeassets.com/,http,static-asm.secure.skypeassets.com,skypeassets.com,skypeassets,"['static-asm.secure', '/']",3483,41,33,11,1,0,1,0
http://prebid-analytics.c.appier.net/,http,prebid-analytics.c.appier.net,appier.net,appier,"['prebid-analytics.c', '/']",2812,37,29,6,1,0,1,0
http://obs-th.line-apps.com/,http,obs-th.line-apps.com,line-apps.com,line-apps,"['obs-th', '/']",2505,28,20,9,0,0,1,0
https://www.ebay.com/n/error,https,www.ebay.com,ebay.com,ebay,"['www', '/n/error']",8976,28,12,4,0,0,1,0
http://v.shopify.com/,http,v.shopify.com,shopify.com,shopify,"['v', '/']",5469,21,13,7,0,0,1,0
https://www.joinhoney.com/,https,www.joinhoney.com,joinhoney.com,joinhoney,"['www', '/']",2690,26,17,9,0,0,1,0
http://fa000000006.resources.office.net/,http,fa000000006.resources.office.net,office.net,office,"['fa000000006.resources', '/']",9239,40,32,6,1,0,1,0
http://us.creativecdn.com/,http,us.creativecdn.com,creativecdn.com,creativecdn,"['us', '/']",2927,26,18,11,0,0,1,0
http://r6---sn-npoe7n7z.googlevideo.com/,http,r6---sn-npoe7n7z.googlevideo.com,googlevideo.com,googlevideo,"['r6---sn-npoe7n7z', '/']",6125,40,32,11,0,0,1,0
http://www.lotame.com,http,www.lotame.com,lotame.com,lotame,"['www', '']",5200,21,14,6,0,1,1,0
http://mobile-ixanycast.ftl.netflix.com/,http,mobile-ixanycast.ftl.netflix.com,netflix.com,netflix,"['mobile-ixanycast.ftl', '/']",8146,40,32,7,1,0,1,0
https://cmp.advertising.com/cmp-apid.html,https,cmp.advertising.com,advertising.com,advertising,"['cmp', '/cmp-apid.html']",7937,41,19,11,1,0,1,0
https://wordpress.org/,https,wordpress.org,wordpress.org,wordpress,"['', '/']",6183,22,13,9,0,0,1,0
http://cs84.wac.edgecastcdn.net/,http,cs84.wac.edgecastcdn.net,edgecastcdn.net,edgecastcdn,"['cs84.wac', '/']",4839,32,24,11,1,0,1,0
https://www.ebay.com/n/error,https,www.ebay.com,ebay.com,ebay,"['www', '/n/error']",8976,28,12,4,0,0,1,0
https://login.i-ready.com/,https,login.i-ready.com,i-ready.com,i-ready,"['login', '/']",3565,26,17,7,0,0,1,0
http://origin.distiltag.com/,http,origin.distiltag.com,distiltag.com,distiltag,"['origin', '/']",1051,28,20,9,0,0,1,0
http://au.au-msedge.net/,http,au.au-msedge.net,au-msedge.net,au-msedge,"['au', '/']",2297,24,16,9,0,0,1,0
http://gmtdmp.mookie1.com/,http,gmtdmp.mookie1.com,mookie1.com,mookie1,"['gmtdmp', '/']",4335,26,18,7,0,0,1,0
http://tps11026.doubleverify.com/,http,tps11026.doubleverify.com,doubleverify.com,doubleverify,"['tps11026', '/']",4579,33,25,12,0,0,1,0
http://fave.api.cnn.io/,http,fave.api.cnn.io,cnn.io,cnn,"['fave.api', '/']",7187,23,15,3,1,0,1,0
http://dn.im-gb.com/,http,dn.im-gb.com,im-gb.com,im-gb,"['dn', '/']",901,20,12,5,0,0,1,0
http://x.disq.us/,http,x.disq.us,disq.us,disq,"['x', '/']",4698,17,9,4,0,0,1,0
http://thingortwo.g2afse.com/,http,thingortwo.g2afse.com,g2afse.com,g2afse,"['thingortwo', '/']",369,29,21,6,0,0,1,0
http://idfp.tongdun.net/,http,idfp.tongdun.net,tongdun.net,tongdun,"['idfp', '/']",2021,24,16,7,0,0,1,0
http://a1879.dscw14.akamai.net/,http,a1879.dscw14.akamai.net,akamai.net,akamai,"['a1879.dscw14', '/']",7669,31,23,6,1,0,1,0
https://www.lazada.co.id/,https,www.lazada.co.id,lazada.co.id,lazada,"['www', '/']",2928,25,16,6,0,0,2,0
http://track.adthrive.com/,http,track.adthrive.com,adthrive.com,adthrive,"['track', '/']",2937,26,18,8,0,0,1,0
http://api.msn.com/,http,api.msn.com,msn.com,msn,"['api', '/']",9243,19,11,3,0,0,1,0
http://s.yimg.jp/,http,s.yimg.jp,yimg.jp,yimg,"['s', '/']",6256,17,9,4,0,0,1,0
https://cdnjs.com/,https,cdnjs.com,cdnjs.com,cdnjs,"['', '/']",3328,18,9,5,0,0,1,0
http://e6653.f.akamaiedge.net/,http,e6653.f.akamaiedge.net,akamaiedge.net,akamaiedge,"['e6653.f', '/']",6723,30,22,10,1,0,1,0
http://sortable.com,http,sortable.com,sortable.com,sortable,"['', '']",3481,19,12,8,0,1,1,0
http://p-behacdn.ksmobile.net/,http,p-behacdn.ksmobile.net,ksmobile.net,ksmobile,"['p-behacdn', '/']",2850,30,22,8,0,0,1,0
http://feeds.feedburner.com/investorway,http,feeds.feedburner.com,feedburner.com,feedburner,"['feeds', '/investorway']",5934,39,20,10,0,0,1,1
http://taijishentie.com/js/index.htm?us.battle.net/login/en/?ref=xwnrssfus.battle.net/d3/en/index&amp;app=com-d3,http,taijishentie.com,taijishentie.com,taijishentie,"['', '/js/index.htmus.battle.net/login/en/?ref=xwnrssfus.battle.net/d3/en/index&amp;app=com-d3']",4797,112,16,12,5,0,1,1
https://islahomeibiza.com/chase/,https,islahomeibiza.com,islahomeibiza.com,islahomeibiza,"['', '/chase/']",325,32,17,13,0,0,1,1
http://justlookapp.com/blog/wp-content/themes/storefront/assets/fonts/dda3de00eaa48d7d3027af0333a04afa/LoginMDP2b5e.html,http,justlookapp.com,justlookapp.com,justlookapp,"['', '/blog/wp-content/themes/storefront/assets/fonts/dda3de00eaa48d7d3027af0333a04afa/LoginMDP2b5e.html']",1902,120,15,11,1,,1,1
http://hunianrakyat.com/wp-includes/Billing/6f5e4e86a87220e5d361ad82f1ebc335/,http,hunianrakyat.com,hunianrakyat.com,hunianrakyat,"['', '/wp-includes/Billing/6f5e4e86a87220e5d361ad82f1ebc335/']",182,77,16,12,0,0,1,1
http://xn--bestchag-ceb26b.net/,http,xn--bestchag-ceb26b.net,xn--bestchag-ceb26b.net,xn--bestchag-ceb26b,"['', '/']",7,31,23,19,0,0,1,1
http://braineyak.com/fdoc/plx/f6223cf1662c54a9b74f68fc974f711e/,http,braineyak.com,braineyak.com,braineyak,"['', '/fdoc/plx/f6223cf1662c54a9b74f68fc974f711e/']",2972,63,13,9,0,0,1,1
http://samcool.org/90AB705610D8E3CD93C3E28B0C6BEFD0/,http,samcool.org,samcool.org,samcool,"['', '/90AB705610D8E3CD93C3E28B0C6BEFD0/']",5706,52,11,7,0,0,1,1
http://revolutionpropertiesllc.com/labanquepostale.fr/postale/da1c4/index2.html,http,revolutionpropertiesllc.com,revolutionpropertiesllc.com,revolutionpropertiesllc,"['', '/labanquepostale.fr/postale/da1c4/index2.html']",1143,79,27,23,2,0,1,1
http://blog.cotiabank.paypal-login.us/,http,blog.cotiabank.paypal-login.us,paypal-login.us,paypal-login,"['blog.cotiabank', '/']",4372,38,30,12,1,0,1,1
https://cpccivils-my.sharepoint.com/:b:/g/personal/jim_walton_cpccivils_net/EaWedjO-NQlIt4Jt8KpAYtABxT_tI6lHWiMCSlkspJfrlQ?e=I6RRui,https,cpccivils-my.sharepoint.com,sharepoint.com,sharepoint,"['cpccivils-my', '/:b:/g/personal/jim_walton_cpccivils_net/EaWedjO-NQlIt4Jt8KpAYtABxT_tI6lHWiMCSlkspJfrlQe=I6RRui']",7874,131,27,10,0,1,1,1
http://www.berkshirelnp.org/forum/ReLeAsE/worksss.htm,http,www.berkshirelnp.org,berkshirelnp.org,berkshirelnp,"['www', '/forum/ReLeAsE/worksss.htm']",2519,53,20,12,1,0,1,1
https://www.kisa.link/MN0X,https,www.kisa.link,kisa.link,kisa,"['www', '/MN0X']",2146,26,13,4,0,,1,1
https://www40.presentes-promocoes-premier.com/prod0fe1e8e0c3338d8757ace102596adfcelnk/smart-tv-4k-led-55-samsung-un55ru7100gxzd-wi-fi-bluetooth-3-hdmi-2-usb/p/1934272/et/tv4k?fbclid=IwAR3h8slQ97wVoor4y1s06osRC8gd9DoatOhBU8xyZl_yMcbFE0J946FEobQ,https,www40.presentes-promocoes-premier.com,presentes-promocoes-premier.com,presentes-promocoes-premier,"['www40', '/prod0fe1e8e0c3338d8757ace102596adfcelnk/smart-tv-4k-led-55-samsung-un55ru7100gxzd-wi-fi-bluetooth-3-hdmi-2-usb/p/1934272/et/tv4kfbclid=IwAR3h8slQ97wVoor4y1s06osRC8gd9DoatOhBU8xyZl_yMcbFE0J946FEobQ']",72,243,37,27,0,0,1,1
https://valleyobgynassociates.com/wp-content/page5/?a=settings,https,valleyobgynassociates.com,valleyobgynassociates.com,valleyobgynassociates,"['', '/wp-content/page5/a=settings']",901,62,25,21,0,0,1,1
https://esi.am/wp-includes./js/sec/,https,esi.am,esi.am,esi,"['', '/wp-includes./js/sec/']",821,35,6,3,1,1,1,1
http://www.icloudocean.com/,http,www.icloudocean.com,icloudocean.com,icloudocean,"['www', '/']",454,27,19,11,0,0,1,1
http://www.signmakers-manchester.co.uk/media/ure/,http,www.signmakers-manchester.co.uk,signmakers-manchester.co.uk,signmakers-manchester,"['www', '/media/ure/']",3194,49,31,21,0,0,2,1
http://pserviceaccountsupportallclientshelp.etceterawoman.club/,http,pserviceaccountsupportallclientshelp.etceterawoman.club,etceterawoman.club,etceterawoman,"['pserviceaccountsupportallclientshelp', '/']",146,63,55,13,0,0,1,1
http://didierpajot.com/cs/,http,didierpajot.com,didierpajot.com,didierpajot,"['', '/cs/']",4309,26,15,11,0,0,1,1
http://gramywszachy.pl/hurdenterprises/4345a7b9-9a63-4910-a426/customer-IDPP00C619/Get_Started/?sslchannel=true&amp;sessionid=2pYXdOEfQHNeuNVetsqoBHU1hGzhEtMY6kPti6JKFbkVe8nGGzFa85XqdigDZVgoFebMu1SnKBbaV9BH,http,gramywszachy.pl,gramywszachy.pl,gramywszachy,"['', '/hurdenterprises/4345a7b9-9a63-4910-a426/customer-IDPP00C619/Get_Started/sslchannel=true&amp;sessionid=2pYXdOEfQHNeuNVetsqoBHU1hGzhEtMY6kPti6JKFbkVe8nGGzFa85XqdigDZVgoFebMu1SnKBbaV9BH']",340,206,15,12,0,,1,1
https://app.box.com/s/nnetuxxysx9wh6g5oim0kcvfx5h3q5t7,https,app.box.com,box.com,box,"['app', '/s/nnetuxxysx9wh6g5oim0kcvfx5h3q5t7']",7683,54,11,3,0,0,1,1
http://chiatena.zxy.me/webpage/es/auth/view/document/,http,chiatena.zxy.me,zxy.me,zxy,"['chiatena', '/webpage/es/auth/view/document/']",4213,53,15,3,0,0,1,1
https://nsp.biz.ua/registraciya-v-nsp/,https,nsp.biz.ua,nsp.biz.ua,nsp,"['', '/registraciya-v-nsp/']",1191,38,10,3,0,0,2,1
http://allo365.cc/fire-3,http,allo365.cc,allo365.cc,allo365,"['', '/fire-3']",262,24,10,7,0,0,1,1
https://enext.mn/hey/Updated/office_365_authentication/office.php,https,enext.mn,enext.mn,enext,"['', '/hey/Updated/office_365_authentication/office.php']",3546,65,8,5,1,0,1,1
https://norcaltc-my.sharepoint.com/personal/acolon_norcaltc_org/_layouts/15/WopiFrame.aspx?guestaccesstoken=obLmRSNJab0pLPJkEM%20LPq7Yi%20wxI62y3XTQO1ndk1M=&amp;docid=1_1eacea0b62e3c42acadef15ddaf48dd46&amp;wdFormId={81C189E5-0638-4871-A666-551AB6C29185}&amp;action=formsubmit&amp;cid=b88a983f-2bdf-431d-8bcd-0042a72a8362,https,norcaltc-my.sharepoint.com,sharepoint.com,sharepoint,"['norcaltc-my', '/personal/acolon_norcaltc_org/_layouts/15/WopiFrame.aspxguestaccesstoken=obLmRSNJab0pLPJkEM%20LPq7Yi%20wxI62y3XTQO1ndk1M=&amp;docid=1_1eacea0b62e3c42acadef15ddaf48dd46&amp;wdFormId={81C189E5-0638-4871-A666-551AB6C29185}&amp;action=formsubmit&amp;cid=b88a983f-2bdf-431d-8bcd-0042a72a8362']",7874,321,26,10,1,1,1,1
https://forms.office.com/Pages/ResponsePage.aspx?id=DQSIkWdsW0yxEjajBLZtrQAAAAAAAAAAAAMAACUhHH9UMEFYM1hJMkRHQk4yQURJRTRLN1lEREVFQi4u,https,forms.office.com,office.com,office,"['forms', '/Pages/ResponsePage.aspxid=DQSIkWdsW0yxEjajBLZtrQAAAAAAAAAAAAMAACUhHH9UMEFYM1hJMkRHQk4yQURJRTRLN1lEREVFQi4u']",7621,132,16,6,1,0,1,1
https://623112j4j3.codesandbox.io/xrr,https,623112j4j3.codesandbox.io,codesandbox.io,codesandbox,"['623112j4j3', '/xrr']",1193,37,25,11,0,,1,1
https://eliotecae-my.sharepoint.com/personal/subind_eliotec_ae/_layouts/15/WopiFrame.aspx?guestaccesstoken=R0CwyxEzu0u4QskHqLg4IUppG/8kb5p BD26C7pm5mg=&amp;docid=1_10a004d72e6c74e5da1a88324055cba4f&amp;wdFormId={0457694D-EA64-4327-9A31-BCE69CAE1542}&amp;action=formsubmit&amp;cid=1a47822e-c696-4f00-b2bd-b89f0f160fcb,https,eliotecae-my.sharepoint.com,sharepoint.com,sharepoint,"['eliotecae-my', '/personal/subind_eliotec_ae/_layouts/15/WopiFrame.aspxguestaccesstoken=R0CwyxEzu0u4QskHqLg4IUppG/8kb5p BD26C7pm5mg=&amp;docid=1_10a004d72e6c74e5da1a88324055cba4f&amp;wdFormId={0457694D-EA64-4327-9A31-BCE69CAE1542}&amp;action=formsubmit&amp;cid=1a47822e-c696-4f00-b2bd-b89f0f160fcb']",7874,316,27,10,1,1,1,1
http://providenthousing-capella.co/reg/,http,providenthousing-capella.co,providenthousing-capella.co,providenthousing-capella,"['', '/reg/']",226,39,27,24,0,0,1,1
http://srodkidlagastronomii.pl/s/Stripe/verification/65900ME7E516E9E86M24,http,srodkidlagastronomii.pl,srodkidlagastronomii.pl,srodkidlagastronomii,"['', '/s/Stripe/verification/65900ME7E516E9E86M24']",2797,73,23,20,0,0,1,1
https://freeactivesinstapromotion.weebly.com/login-with-instagram.html,https,freeactivesinstapromotion.weebly.com,weebly.com,weebly,"['freeactivesinstapromotion', '/login-with-instagram.html']",5086,70,36,6,1,0,1,1
http://atualizacaoparacliente36horas.000webhostapp.com/finalizado.php,http,atualizacaoparacliente36horas.000webhostapp.com,000webhostapp.com,000webhostapp,"['atualizacaoparacliente36horas', '/finalizado.php']",1390,69,47,13,1,0,1,1
https://feciusa-my.sharepoint.com/:b:/g/personal/bwhite_feci-usa_com/EXF4drujP9hFkaRikIbTyz8BenxKv2kqD_yHVRvLJoLBjQ?e=4%3auL4G4J&at=9,https,feciusa-my.sharepoint.com,sharepoint.com,sharepoint,"['feciusa-my', '/:b:/g/personal/bwhite_feci-usa_com/EXF4drujP9hFkaRikIbTyz8BenxKv2kqD_yHVRvLJoLBjQe=4%3auL4G4J&at=9']",7874,133,25,10,0,1,1,1
http://ionos.es.englishtorras.com.progettoempatia.com/583009901969900/renews.html?credentials=8c72f7d379b18db5a4c40620e0edb31a,http,ionos.es.englishtorras.com.progettoempatia.com,progettoempatia.com,progettoempatia,"['ionos.es.englishtorras.com', '/583009901969900/renews.htmlcredentials=8c72f7d379b18db5a4c40620e0edb31a']",825,126,46,15,4,,1,1
https://nayabjewellery.com/wp-includes/veiwonline/AdobeV20/invoice.php?cmd=login_submit&id=cbc756d9e936771c02a3fa94b445f50fcbc756d9e936771c02a3fa94b445f50f&session=cbc756d9e936771c02a3fa94b445f50fcbc756d9e936771c02a3fa94b445f50f,https,nayabjewellery.com,nayabjewellery.com,nayabjewellery,"['', '/wp-includes/veiwonline/AdobeV20/invoice.phpcmd=login_submit&id=cbc756d9e936771c02a3fa94b445f50fcbc756d9e936771c02a3fa94b445f50f&session=cbc756d9e936771c02a3fa94b445f50fcbc756d9e936771c02a3fa94b445f50f']",354,228,18,14,1,0,1,1
https://million-dispatch.000webhostapp.com/login.html,https,million-dispatch.000webhostapp.com,000webhostapp.com,000webhostapp,"['million-dispatch', '/login.html']",1390,53,34,13,1,,1,1
http://www.abreai.com/itaucad,http,www.abreai.com,abreai.com,abreai,"['www', '/itaucad']",1362,29,14,6,0,0,1,1
http://guiadesurfing.com/blog/profile/,http,guiadesurfing.com,guiadesurfing.com,guiadesurfing,"['', '/blog/profile/']",3120,38,17,13,0,0,1,1
http://icloud.com.uk-maps.info/,http,icloud.com.uk-maps.info,uk-maps.info,uk-maps,"['icloud.com', '/']",123,31,23,7,1,0,1,1
https://docs.google.com/forms/d/e/1FAIpQLSdJbakQRa5AVBVwqP75h1rbDbyp0mLvclbuRjsNA2qgaGid5w/viewform?usp=sf_link,https,docs.google.com,google.com,google,"['docs', '/forms/d/e/1FAIpQLSdJbakQRa5AVBVwqP75h1rbDbyp0mLvclbuRjsNA2qgaGid5w/viewformusp=sf_link']",8203,111,15,6,0,0,1,1
https://littlehearts2littlehands.com/Chase/Chasewithemail/login.php,https,littlehearts2littlehands.com,littlehearts2littlehands.com,littlehearts2littlehands,"['', '/Chase/Chasewithemail/login.php']",366,67,28,24,1,,1,1
http://eurologus.lt/admin/confirmnewboa/confirmnewboa/surf5.php,http,eurologus.lt,eurologus.lt,eurologus,"['', '/admin/confirmnewboa/confirmnewboa/surf5.php']",2091,63,12,9,1,0,1,1
http://pkk.depok.go.id/doc46453/casts/,http,pkk.depok.go.id,depok.go.id,depok,"['pkk', '/doc46453/casts/']",7235,38,15,5,0,0,2,1
https://services.runescape.com-cz.top/weblogin/loginForm,https,services.runescape.com-cz.top,com-cz.top,com-cz,"['services.runescape', '/weblogin/loginForm']",49,56,29,6,1,,1,1
http://volkmanlights.buzz/home/oneddrive/,http,volkmanlights.buzz,volkmanlights.buzz,volkmanlights,"['', '/home/oneddrive/']",4,41,18,13,0,,1,1
http://bit.do/ft9jR,http,bit.do,bit.do,bit,"['', '/ft9jR']",3010,19,6,3,0,0,1,1
https://4e9n7.csb.app/,https,4e9n7.csb.app,csb.app,csb,"['4e9n7', '/']",662,22,13,3,0,,1,1
http://www.jameshopecollege.edu.ng/webmail.html,http,www.jameshopecollege.edu.ng,jameshopecollege.edu.ng,jameshopecollege,"['www', '/webmail.html']",3294,47,27,16,1,0,2,1
http://icloud.com.uk-maps.info/findmy/?auth=iphonexs,http,icloud.com.uk-maps.info,uk-maps.info,uk-maps,"['icloud.com', '/findmy/auth=iphonexs']",123,52,23,7,1,0,1,1
